지점,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),증기압(hPa),이슬점온도(°C),현지기압(hPa),해면기압(hPa),일조(hr),일사(MJ/m2),적설(cm),3시간신적설(cm),전운량(10분위),중하층운량(10분위),운형(운형약어),최저운고(100m ),시정(10m),지면상태(지면상태코드),현상번호(국내식),지면온도(°C),5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C)
201,2023-03-09 10:00,6.4,,2,320,100,9.5,6.3,1010.7,1016.6,0,,,,8,8,,52,172,,,8.4,,,,
201,2023-03-09 11:00,7.5,,.6,250,100,10.3,7.4,1010.6,1016.5,0,,,,9,9,,1,509,,,11.5,,,,
201,2023-03-09 12:00,7.5,,1.9,270,100,10.3,7.4,1010.7,1016.6,0,,,,9,9,,2,560,,,11,,,,
201,2023-03-09 13:00,7.1,,2.7,230,100,10,7,1010.9,1016.8,0,,,,9,9,,1,518,,,11.3,,,,
201,2023-03-09 14:00,8.1,,2.1,200,98,10.5,7.7,1009.9,1015.7,0,,,,9,9,,2,636,,,12.2,,,,
201,2023-03-09 15:00,8.5,,3.1,200,95,10.5,7.7,1010.1,1015.9,0,,,,9,9,,4,677,,,13,,,,
201,2023-03-09 16:00,8.6,,2.6,230,95,10.6,7.8,1010.6,1016.4,0,,,,8,8,,4,734,,,12.1,,,,
201,2023-03-09 17:00,9.2,,2.1,200,91,10.6,7.8,1010.6,1016.4,.8,,,,4,1,,,840,,,11.5,,,,
201,2023-03-09 18:00,7.5,,1.8,250,99,10.2,7.3,1010.7,1016.6,.3,,,,0,0,,,610,,,8.6,,,,
201,2023-03-09 19:00,6.3,,2.1,290,100,9.5,6.2,1011.3,1017.2,0,,,,0,0,,,453,,,6.1,,,,
201,2023-03-09 20:00,5.7,,2,320,100,9.1,5.6,1011.8,1017.7,,,,,4,0,,,342,,,5.1,,,,
201,2023-03-09 21:00,5.4,,2.8,250,100,8.9,5.3,1012.4,1018.3,,,,,7,0,,,77,,,5,,,,
201,2023-03-09 22:00,4.3,,.3,0,100,8.2,4.2,1012.7,1018.6,,,,,8,8,,,106,,,4.7,,,,
201,2023-03-09 23:00,4.6,,.2,0,100,8.4,4.5,1013,1018.9,,,,,6,6,,,9,,,5.6,,,,
201,2023-03-10 00:00,4.8,,1,290,100,8.5,4.7,1013.2,1019.1,,,,,10,10,,,13,,,5.8,,,,
201,2023-03-10 01:00,4.7,,1,20,100,8.5,4.6,1013.5,1019.4,,,,,10,10,,,16,,,5.7,,,,
201,2023-03-10 02:00,4.5,,.6,20,100,8.4,4.4,1013.8,1019.7,,,,,9,9,,,12,,,5.6,,,,
201,2023-03-10 03:00,4.6,,.5,50,100,8.4,4.5,1013.6,1019.5,,,,,9,9,,,13,,,5.7,,,,
201,2023-03-10 04:00,4.7,,1.5,20,100,8.5,4.6,1013.4,1019.3,,,,,9,9,,,12,,,5.6,,,,
201,2023-03-10 05:00,4.4,,1,20,100,8.3,4.3,1013.5,1019.4,,,,,9,9,,,11,,,5.5,,,,
201,2023-03-10 06:00,4.7,,1.1,70,100,8.5,4.6,1013.8,1019.7,,,,,10,10,,,10,,,5.6,,,,
201,2023-03-10 07:00,4.3,,1.3,50,100,8.2,4.2,1014.3,1020.3,0,,,,9,9,,,16,,,5.4,,,,
201,2023-03-10 08:00,4.2,,.9,70,100,8.2,4.1,1014.5,1020.5,0,,,,6,6,,,12,,,6.3,,,,
201,2023-03-10 09:00,4.9,,1.3,140,100,8.6,4.8,1015,1021,0,,,,9,7,,,97,,,8.8,,,,
201,2023-03-10 10:00,8,,1.6,160,100,10.6,7.9,1014.8,1020.7,1,,,,7,0,,,555,,,13.9,,,,
201,2023-03-10 11:00,10.6,,1.7,110,76,9.7,6.5,1014.4,1020.2,1,,,,4,0,,,722,,,17,,,,
201,2023-03-10 12:00,13.7,,1.5,50,61,9.5,6.3,1014.1,1019.8,1,,,,0,0,,,804,,,20,,,,
201,2023-03-10 13:00,17.1,,2.2,180,38,7.4,2.6,1013.7,1019.4,1,,,,0,0,,,1529,,,21.4,,,,
201,2023-03-10 14:00,17.3,,4.4,230,41,8.1,3.9,1012.8,1018.4,1,,,,0,0,,,1052,,,19.6,,,,
201,2023-03-10 15:00,17.2,,4.1,230,40,7.8,3.4,1012.4,1018,1,,,,1,1,,73,1082,,,18.4,,,,
201,2023-03-10 16:00,15.7,,4.3,340,47,8.4,4.4,1012.5,1018.2,1,,,,0,0,,,1156,,,16,,,,
201,2023-03-10 17:00,13.6,,3.6,320,55,8.5,4.7,1012.5,1018.2,1,,,,0,0,,,949,,,13.1,,,,
201,2023-03-10 18:00,12.5,,3.8,340,62,9,5.4,1012.5,1018.3,.5,,,,0,0,,,792,,,10.3,,,,
201,2023-03-10 19:00,11.1,,2.9,340,68,9,5.4,1013.3,1019.1,0,,,,0,0,,,685,,,8.3,,,,
201,2023-03-10 20:00,11.7,,3.3,320,68,9.3,5.9,1013.3,1019.1,,,,,0,0,,,659,,,7.9,,,,
201,2023-03-10 21:00,9.4,,.6,180,80,9.4,6.1,1013.8,1019.6,,,,,0,0,,,401,,,7,,,,
201,2023-03-10 22:00,7.4,,.7,50,93,9.5,6.3,1014.1,1020,,,,,0,0,,,374,,,5.8,,,,
201,2023-03-10 23:00,7.3,,1.3,20,97,9.9,6.8,1014.8,1020.7,,,,,3,0,,,334,,,5.4,,,,
201,2023-03-11 00:00,7,,1.1,360,97,9.7,6.5,1014.8,1020.7,,,,,0,0,,,297,,,5.2,,,,
201,2023-03-11 01:00,6.6,,.3,0,99,9.6,6.4,1015,1020.9,,,,,1,0,,,244,,,4.6,,,,
201,2023-03-11 02:00,7.3,,.8,20,98,9.9,6.9,1015.2,1021.1,,,,,4,0,,,295,,,4.8,,,,
201,2023-03-11 03:00,7.3,,1.3,20,100,10.2,7.2,1015.1,1021,,,,,0,0,,,235,,,4.4,,,,
201,2023-03-11 04:00,8.4,,2.2,20,96,10.5,7.7,1014.9,1020.8,,,,,2,0,,,324,,,4.9,,,,
201,2023-03-11 05:00,5.7,,.5,340,100,9.1,5.6,1015.7,1021.6,,,,,0,0,,,205,,,4,,,,
201,2023-03-11 06:00,5.7,,.3,0,100,9.1,5.6,1016.2,1022.1,,,,,2,0,,,209,,,3.7,,,,
201,2023-03-11 07:00,6.8,,1.3,20,100,9.8,6.7,1016.3,1022.2,0,,,,5,0,,,274,,,3.8,,,,
201,2023-03-11 08:00,10.1,,1,70,85,10.4,7.6,1016.6,1022.5,0,,,,8,0,,,394,,,6.8,,,,
201,2023-03-11 09:00,12.2,,.9,140,77,10.9,8.2,1017.3,1023.1,.6,,,,4,0,,,427,,,11.8,,,,
201,2023-03-11 10:00,15.8,,1.5,230,48,8.5,4.7,1017.3,1023,1,,,,6,0,,,1244,,,15.8,,,,
201,2023-03-11 11:00,17,,2.5,230,43,8.3,4.3,1017,1022.7,1,,,,7,0,,,1683,,,17.4,,,,
201,2023-03-11 12:00,17.7,,3.8,230,42,8.5,4.6,1017.1,1022.8,1,,,,6,1,,75,1657,,,20.8,,,,
201,2023-03-11 13:00,18.1,,4.6,230,40,8.2,4.2,1016.8,1022.4,1,,,,6,0,,,2015,,,21,,,,
201,2023-03-11 14:00,17,,4.4,270,45,8.7,4.9,1016.4,1022.1,1,,,,7,1,,72,1628,,,19.3,,,,
201,2023-03-11 15:00,16.3,,4,320,53,9.7,6.6,1016.5,1022.2,1,,,,8,1,,69,1204,,,19.2,,,,
201,2023-03-11 16:00,15.3,,3.7,340,56,9.7,6.5,1016.4,1022.1,.8,,,,8,1,,74,1080,,,16.8,,,,
201,2023-03-11 17:00,14.1,,2.8,340,60,9.6,6.4,1016,1021.7,.3,,,,7,0,,,1090,,,13.9,,,,
201,2023-03-11 18:00,12.8,,3.5,320,70,10.3,7.4,1016.1,1021.9,0,,,,10,1,,72,1076,,,11.3,,,,
201,2023-03-11 19:00,11.4,,2.1,320,73,9.8,6.7,1016.7,1022.5,0,,,,10,0,,,985,,,9.4,,,,
201,2023-03-11 20:00,10.5,,2.1,250,82,10.4,7.5,1016.9,1022.7,,,,,8,0,,,814,,,8.3,,,,
201,2023-03-11 21:00,10,,2.3,340,92,11.2,8.7,1016.9,1022.8,,,,,8,0,,,744,,,8,,,,
201,2023-03-11 22:00,8.9,,1.2,340,96,10.9,8.2,1016.6,1022.5,,,,,8,0,,,529,,,7.3,,,,
201,2023-03-11 23:00,8.3,,1.7,50,99,10.8,8.1,1016.2,1022.1,,,,,8,0,,,581,,,6.6,,,,
201,2023-03-12 00:00,7.3,,1.9,20,100,10.2,7.2,1015.9,1021.8,,,,,6,0,,,538,,,5.6,,,,
201,2023-03-12 01:00,7,,1.3,230,100,9.9,6.9,1015.7,1021.6,,,,,6,1,,63,394,,,4.8,,,,
201,2023-03-12 02:00,6.3,,2,200,100,9.5,6.2,1015.8,1021.7,,,,,6,6,,60,147,,,5.9,,,,
201,2023-03-12 03:00,5.6,,2.2,230,100,9,5.5,1015.2,1021.1,,,,,6,6,,,52,,,6.5,,,,
201,2023-03-12 04:00,4.7,,1.8,230,100,8.5,4.6,1014.4,1020.3,,,,,8,8,,,24,,,6.1,,,,
201,2023-03-12 05:00,4.9,,2.8,340,100,8.6,4.8,1014.1,1020.1,,,,,8,8,,,55,,,6,,,,
201,2023-03-12 06:00,4.9,,3.4,320,100,8.6,4.8,1014,1020,,,,,9,9,,,43,,,5.9,,,,
201,2023-03-12 07:00,4.7,,1.7,290,100,8.5,4.6,1014,1019.9,0,,,,7,7,,,67,,,6,,,,
201,2023-03-12 08:00,4.8,,1.9,270,100,8.5,4.7,1013.6,1019.5,0,,,,10,10,,39,236,,,6.4,,,,
201,2023-03-12 09:00,5.6,.2,1.8,230,100,9,5.5,1014.1,1020,0,,,,10,7,,1,510,,,6.8,,,,
201,2023-03-12 10:00,6.1,,2.8,230,100,9.3,6,1014.3,1020.2,0,,,,10,10,,2,596,,,6.7,,,,
201,2023-03-12 11:00,6.1,,2.6,200,100,9.3,6,1014.4,1020.3,0,,,,10,10,,3,960,,,7.1,,,,
201,2023-03-12 12:00,6.4,2.2,2.8,230,98,9.4,6.1,1014.2,1020.1,0,,,,10,9,,3,1681,,,8.6,,,,
201,2023-03-12 13:00,6.3,,3.9,230,95,9,5.5,1013.9,1019.8,0,,,,10,9,,4,3369,,,8.3,,,,
201,2023-03-12 14:00,5.6,,5,320,68,6.2,.1,1014,1019.9,0,,,,10,1,,9,3686,,,9,,,,
201,2023-03-12 15:00,6.9,,5.1,270,58,5.8,-.8,1013.6,1019.5,.2,,,,8,1,,11,3893,,,9.9,,,,
201,2023-03-12 16:00,7.5,,5.1,270,46,4.8,-3.3,1013.6,1019.5,.9,,,,5,0,,,4930,,,10.6,,,,
201,2023-03-12 17:00,5.8,,7.2,200,45,4.2,-5.2,1014.3,1020.2,1,,,,0,0,,,5000,,,6.7,,,,
201,2023-03-12 18:00,3.9,,4.4,200,43,3.5,-7.5,1015.4,1021.4,1,,,,0,0,,,5000,,,3.4,,,,
201,2023-03-12 19:00,2.3,,4.4,200,40,2.9,-9.9,1016.3,1022.3,.1,,,,0,0,,,5000,,,.8,,,,
201,2023-03-12 20:00,1.8,,4.7,230,37,2.6,-11.3,1017,1023,,,,,0,0,,,5000,,,.2,,,,
201,2023-03-12 21:00,1.5,,5.7,200,39,2.7,-10.9,1017.5,1023.5,,,,,0,0,,,5000,,,-.1,,,,
201,2023-03-12 22:00,1.1,,3.8,200,39,2.6,-11.3,1018.1,1024.2,,,,,6,2,,47,5000,,,-.4,,,,
201,2023-03-12 23:00,.7,,3.9,200,33,2.1,-13.7,1018.9,1025,,,,,1,1,,68,5000,,,-.7,,,,
201,2023-03-13 00:00,.1,,3.2,200,30,1.8,-15.4,1019.1,1025.2,,,,,0,0,,,5000,,,-1.1,,,,
201,2023-03-13 01:00,-.3,,4.5,230,27,1.6,-17,1019.1,1025.2,,,,,0,0,,,5000,,,-1.4,,,,
201,2023-03-13 02:00,-.7,,2.8,160,30,1.7,-16.1,1019,1025.1,,,,,0,0,,,5000,,,-1.6,,,,
201,2023-03-13 03:00,-1.2,,1.5,200,33,1.8,-15.4,1019.2,1025.3,,,,,0,0,,,5000,,,-1.7,,,,
201,2023-03-13 04:00,-1.2,,2.8,200,34,1.9,-15,1019.1,1025.2,,,,,0,0,,,5000,,,-1.9,,,,
201,2023-03-13 05:00,-1.4,,3.2,200,39,2.2,-13.5,1019.6,1025.7,,,,,0,0,,,5000,,,-2,,,,
201,2023-03-13 06:00,-1.8,,1.7,290,40,2.1,-13.6,1020.3,1026.4,,,,,0,0,,,5000,,,-2.1,,,,
201,2023-03-13 07:00,-1.3,,2.1,250,41,2.3,-12.8,1020.3,1026.4,0,,,,0,0,,,5000,,,-2,,,,
201,2023-03-13 08:00,-.3,,1.3,200,38,2.3,-12.9,1020.1,1026.2,.9,,,,0,0,,,5000,,,-1,,,,
201,2023-03-13 09:00,1.3,,2.1,320,32,2.1,-13.6,1020.1,1026.2,1,,,,0,0,,,5000,,,1.5,,,,
201,2023-03-13 10:00,2.7,,1.8,20,28,2.1,-14,1019.8,1025.8,1,,,,1,0,,,5000,,,5.8,,,,
201,2023-03-13 11:00,3.3,,4.2,200,21,1.6,-17,1019.3,1025.3,1,,,,0,0,,,5000,,,10.1,,,,
201,2023-03-13 12:00,4,,3.4,200,26,2.1,-13.8,1018.7,1024.7,1,,,,3,0,,,5000,,,14.7,,,,
201,2023-03-13 13:00,3.8,,4.5,200,34,2.7,-10.6,1018.3,1024.3,1,,,,0,0,,,5000,,,15.2,,,,
201,2023-03-13 14:00,4.5,,4.1,200,41,3.5,-7.6,1017.1,1023.1,1,,,,0,0,,,5000,,,15,,,,
201,2023-03-13 15:00,4.8,,3.6,250,42,3.6,-7,1016.1,1022.1,1,,,,5,0,,,5000,,,13.4,,,,
201,2023-03-13 16:00,5,,3.7,250,46,4,-5.6,1016,1022,1,,,,1,0,,,5000,,,10.9,,,,
201,2023-03-13 17:00,3.9,,4.2,200,54,4.4,-4.5,1015.1,1021.1,.7,,,,8,0,,,5000,,,6.8,,,,
201,2023-03-13 18:00,3.7,,3.7,200,59,4.7,-3.5,1015,1021,0,,,,8,0,,,5000,,,4.8,,,,
201,2023-03-13 19:00,3.4,,3.3,200,63,4.9,-2.9,1015.1,1021.1,0,,,,6,0,,,5000,,,2.4,,,,
201,2023-03-13 20:00,3.6,,3.9,200,65,5.2,-2.3,1014.9,1020.9,,,,,8,8,,50,5000,,,2.5,,,,
201,2023-03-13 21:00,3.7,,2.9,200,63,5,-2.7,1014.8,1020.8,,,,,8,7,,44,4988,,,2.2,,,,
201,2023-03-13 22:00,3.7,,1.9,200,64,5.1,-2.4,1015.1,1021.1,,,,,7,7,,50,5000,,,1.8,,,,
201,2023-03-13 23:00,3.5,,1.2,180,68,5.4,-1.8,1014.8,1020.8,,,,,9,9,,48,5000,,,2,,,,
201,2023-03-14 00:00,3.3,,1.4,180,68,5.3,-2,1014.3,1020.3,,,,,10,8,,,5000,,,1.5,,,,
201,2023-03-14 01:00,3.5,,2,160,68,5.4,-1.8,1014,1020,,,,,7,7,,48,5000,,,1.5,,,,
201,2023-03-14 02:00,1.6,,.7,70,77,5.3,-2,1014,1020,,,,,7,1,,37,5000,,,.8,,,,
201,2023-03-14 03:00,1.6,,.8,20,77,5.3,-2,1013.6,1019.6,,,,,8,8,,47,5000,,,.9,,,,
201,2023-03-14 04:00,2.9,,.6,50,66,5,-2.8,1013.2,1019.2,,,,,8,8,,38,5000,,,1.1,,,,
201,2023-03-14 05:00,2.4,,.8,50,71,5.2,-2.3,1013.2,1019.2,,,,,8,8,,44,5000,,,1.4,,,,
201,2023-03-14 06:00,1.7,,1.4,20,74,5.1,-2.4,1013.3,1019.3,,,,,7,7,,44,5000,,,.9,,,,
201,2023-03-14 07:00,1.2,,1.1,20,76,5.1,-2.5,1013.4,1019.4,0,,,,5,2,,47,4114,,,0,,,,
201,2023-03-14 08:00,5.1,,1.7,140,60,5.3,-2,1013.5,1019.4,.3,,,,6,1,,53,5000,,,3.4,,,,
201,2023-03-14 09:00,6.9,,2,140,56,5.6,-1.2,1013.6,1019.5,1,,,,4,4,,47,5000,,,8.8,,,,
201,2023-03-14 10:00,8.6,,2.5,200,46,5.2,-2.3,1013.6,1019.5,1,,,,7,2,,43,5000,,,14.6,,,,
201,2023-03-14 11:00,8.6,,3.1,200,46,5.2,-2.3,1013.2,1019,0,,,,10,10,,43,5000,,,12.6,,,,
201,2023-03-14 12:00,10.1,,2.9,200,45,5.6,-1.3,1013.3,1019.1,.2,,,,10,10,,42,5000,,,15.3,,,,
201,2023-03-14 13:00,10.8,,6.3,200,46,6,-.3,1012.7,1018.5,.1,,,,10,10,,40,5000,,,14.9,,,,
201,2023-03-14 14:00,11.8,,6,200,45,6.2,.2,1012.1,1017.9,.8,,,,8,4,,62,5000,,,18.7,,,,
201,2023-03-14 15:00,11.7,,7.6,200,46,6.3,.4,1011.5,1017.3,1,,,,3,0,,,5000,,,15.9,,,,
201,2023-03-14 16:00,11.8,,5.7,200,47,6.5,.8,1011.3,1017.1,1,,,,0,0,,,5000,,,14.1,,,,
201,2023-03-14 17:00,11.6,,5.4,200,49,6.7,1.2,1011.1,1016.9,1,,,,0,0,,,5000,,,11.3,,,,
201,2023-03-14 18:00,10.5,,3.2,200,53,6.7,1.3,1011.2,1017,1,,,,0,0,,,5000,,,7.9,,,,
201,2023-03-14 19:00,9,,4.2,250,64,7.3,2.5,1011.8,1017.6,.2,,,,0,0,,,5000,,,5.8,,,,
201,2023-03-14 20:00,8.6,,5.2,200,74,8.2,4.2,1012,1017.8,,,,,0,0,,,5000,,,5.5,,,,
201,2023-03-14 21:00,8.7,,5.4,200,78,8.7,5,1012.3,1018.1,,,,,0,0,,,5000,,,5.5,,,,
201,2023-03-14 22:00,8.6,,4.5,200,79,8.8,5.1,1012.3,1018.1,,,,,0,0,,,5000,,,5.2,,,,
201,2023-03-14 23:00,8.8,,2.9,250,75,8.5,4.6,1012.4,1018.2,,,,,3,0,,,5000,,,4.6,,,,
201,2023-03-15 00:00,6.3,,.8,50,87,8.2,4.2,1013,1018.9,,,,,0,0,,,4828,,,3.2,,,,
201,2023-03-15 01:00,6.2,,1.5,290,91,8.6,4.8,1012.9,1018.8,,,,,0,0,,,3458,,,2.8,,,,
201,2023-03-15 02:00,7.7,,1.8,230,92,9.6,6.4,1012.9,1018.8,,,,,0,0,,,3854,,,3.7,,,,
201,2023-03-15 03:00,10,,4.6,200,80,9.8,6.7,1012.3,1018.1,,,,,7,2,,7,5000,,,5.5,,,,
201,2023-03-15 04:00,9.9,,5.3,200,81,9.8,6.7,1012,1017.8,,,,,8,4,,6,5000,,,6.2,,,,
201,2023-03-15 05:00,10.1,,4.7,200,81,9.9,6.9,1012.1,1017.9,,,,,10,9,,6,5000,,,7,,,,
201,2023-03-15 06:00,10.1,,4.9,200,80,9.8,6.7,1012.6,1018.4,,,,,9,7,,6,5000,,,7,,,,
201,2023-03-15 07:00,9.9,,4.4,230,81,9.8,6.7,1013.4,1019.2,0,,,,7,7,,6,5000,,,7.1,,,,
201,2023-03-15 08:00,10.2,,4,200,79,9.8,6.7,1013.6,1019.4,0,,,,3,3,,7,5000,,,8.2,,,,
201,2023-03-15 09:00,10.8,,4.6,200,78,10.1,7.1,1013.6,1019.4,0,,,,10,10,,7,5000,,,8.7,,,,
201,2023-03-15 10:00,10.6,,4,200,79,10.1,7.1,1013.9,1019.7,0,,,,9,9,,6,5000,,,8.7,,,,
201,2023-03-15 11:00,9.9,,3.8,230,84,10.2,7.3,1014.3,1020.1,0,,,,9,9,,5,4731,,,9,,,,
201,2023-03-15 12:00,9.9,,4.8,230,86,10.4,7.6,1014.3,1020.1,0,,,,9,9,,4,4221,,,10,,,,
201,2023-03-15 13:00,8.2,,4.3,200,97,10.5,7.7,1014.7,1020.6,0,,,,10,10,,2,1788,,,8.7,,,,
201,2023-03-15 14:00,8.4,,4.2,200,96,10.5,7.7,1014.2,1020.1,0,,,,10,9,,1,1802,,,13.9,,,,
201,2023-03-15 15:00,8.2,,2.7,200,96,10.4,7.5,1014.5,1020.4,0,,,,9,9,,3,1232,,,11,,,,
201,2023-03-15 16:00,8.4,,2.8,200,91,10,7,1014.8,1020.7,0,,,,10,10,,3,1064,,,10.5,,,,
201,2023-03-15 17:00,8.5,,2,200,83,9.2,5.7,1015.3,1021.2,0,,,,10,10,,4,1601,,,9.2,,,,
201,2023-03-15 18:00,7.3,,1.3,230,53,5.4,-1.6,1016.3,1022.2,0,,,,10,0,,,2607,,,7.1,,,,
201,2023-03-15 19:00,5.8,,1.1,290,47,4.3,-4.6,1016.7,1022.6,0,,,,10,6,,22,2742,,,5.4,,,,
201,2023-03-15 20:00,5.2,,2.7,320,49,4.3,-4.6,1017.7,1023.7,,,,,10,3,,28,2995,,,3.7,,,,
201,2023-03-15 21:00,4.7,,1.2,200,44,3.8,-6.5,1018.7,1024.7,,,,,10,1,,58,2968,,,3.1,,,,
201,2023-03-15 22:00,4.4,,1.3,200,33,2.8,-10.5,1019.9,1025.9,,,,,8,0,,,3463,,,1.9,,,,
201,2023-03-15 23:00,3.2,,2,230,46,3.5,-7.3,1020.5,1026.5,,,,,4,0,,,2914,,,.4,,,,
201,2023-03-16 00:00,2.7,,2.9,200,38,2.8,-10.2,1021.1,1027.1,,,,,0,0,,,5000,,,.3,,,,
201,2023-03-16 01:00,2.4,,2.7,230,45,3.3,-8.3,1021.9,1028,,,,,0,0,,,5000,,,0,,,,
201,2023-03-16 02:00,-.6,,1.2,320,60,3.5,-7.4,1022.6,1028.7,,,,,6,0,,,4639,,,-.5,,,,
201,2023-03-16 03:00,-1.7,,.8,360,64,3.5,-7.6,1022.9,1029.1,,,,,6,0,,,5000,,,-1,,,,
201,2023-03-16 04:00,-.8,,1,20,51,3,-9.6,1023,1029.1,,,,,4,0,,,5000,,,-1.1,,,,
201,2023-03-16 05:00,.5,,1.1,360,38,2.4,-12.2,1023.3,1029.4,,,,,2,0,,,5000,,,-1.3,,,,
201,2023-03-16 06:00,-1.5,,1.1,340,50,2.8,-10.5,1023.8,1030,,,,,5,0,,,4668,,,-1.5,,,,
201,2023-03-16 07:00,.9,,.8,340,33,2.2,-13.5,1024.3,1030.4,0,,,,8,0,,,5000,,,-1.1,,,,
201,2023-03-16 08:00,3,,1.3,320,28,2.1,-13.7,1025.2,1031.3,.2,,,,6,0,,,4718,,,0,,,,
201,2023-03-16 09:00,4.2,,1.3,340,25,2.1,-14.1,1026,1032,1,,,,5,0,,,4983,,,2.6,,,,
201,2023-03-16 10:00,5.9,,3,340,21,1.9,-14.8,1026,1032,1,,,,6,0,,,5000,,,10.9,,,,
201,2023-03-16 11:00,6.5,,2.6,340,17,1.6,-16.8,1025.6,1031.6,1,,,,5,0,,,5000,,,14.7,,,,
201,2023-03-16 12:00,6.9,,3.4,230,19,1.9,-15.1,1025.4,1031.4,1,,,,6,0,,,5000,,,17,,,,
201,2023-03-16 13:00,7.9,,3.9,250,24,2.6,-11.4,1024.9,1030.8,1,,,,6,0,,,5000,,,18.5,,,,
201,2023-03-16 14:00,7.4,,4,200,31,3.2,-8.6,1024.3,1030.2,1,,,,8,1,,69,5000,,,14.6,,,,
201,2023-03-16 15:00,6.7,,4.7,200,36,3.5,-7.3,1024.1,1030.1,.5,,,,10,1,,67,5000,,,12.2,,,,
201,2023-03-16 16:00,6.4,,4.5,200,44,4.2,-4.9,1024.1,1030.1,.8,,,,8,1,,72,5000,,,11,,,,
201,2023-03-16 17:00,5.8,,4.1,200,55,5.1,-2.5,1023.4,1029.4,.1,,,,9,1,,73,5000,,,8.4,,,,
201,2023-03-16 18:00,5.4,,1.6,320,57,5.1,-2.4,1022.9,1028.9,0,,,,8,0,,,5000,,,6.2,,,,
201,2023-03-16 19:00,4.3,,.8,340,49,4.1,-5.4,1023.1,1029.1,0,,,,8,0,,,5000,,,3.6,,,,
201,2023-03-16 20:00,4.4,,1.3,360,31,2.6,-11.2,1023.6,1029.6,,,,,8,0,,,4678,,,2.2,,,,
201,2023-03-16 21:00,4.2,,3.3,360,27,2.2,-13.1,1023.4,1029.4,,,,,6,0,,,5000,,,1.3,,,,
201,2023-03-16 22:00,3.4,,1.6,360,30,2.3,-12.5,1024.2,1030.2,,,,,7,0,,,5000,,,.7,,,,
201,2023-03-16 23:00,3.2,,2.2,20,29,2.2,-13.1,1024.2,1030.2,,,,,9,2,,73,5000,,,.4,,,,
201,2023-03-17 00:00,2.9,,.8,180,31,2.3,-12.6,1024,1030,,,,,10,0,,,4982,,,0,,,,
201,2023-03-17 01:00,2.5,,2.5,20,32,2.3,-12.5,1023.8,1029.9,,,,,6,0,,,5000,,,-.5,,,,
201,2023-03-17 02:00,2.7,,2.5,160,31,2.3,-12.7,1023.7,1029.8,,,,,7,0,,,5000,,,-.6,,,,
201,2023-03-17 03:00,2.8,,2,50,31,2.3,-12.6,1023.4,1029.4,,,,,8,0,,,5000,,,-.6,,,,
201,2023-03-17 04:00,2.8,,3.1,20,31,2.3,-12.6,1022.7,1028.7,,,,,5,0,,,5000,,,0,,,,
201,2023-03-17 05:00,1.5,,2.2,20,36,2.5,-11.9,1022.6,1028.7,,,,,6,0,,,5000,,,-.3,,,,
201,2023-03-17 06:00,-.5,,1.2,20,45,2.6,-11,1022.4,1028.5,,,,,6,0,,,4044,,,-.6,,,,
201,2023-03-17 07:00,-1.2,,.7,110,53,3,-9.5,1022.6,1028.7,0,,,,7,0,,,4916,,,-.7,,,,
201,2023-03-17 08:00,.7,,.7,50,50,3.2,-8.5,1022.7,1028.8,0,,,,8,0,,,3940,,,.1,,,,
201,2023-03-17 09:00,2.3,,1.1,20,49,3.5,-7.3,1022.7,1028.8,.4,,,,7,7,,45,3818,,,3.6,,,,
201,2023-03-17 10:00,5.5,,2.2,140,35,3.2,-8.7,1022.3,1028.3,1,,,,7,2,,47,5000,,,10.1,,,,
201,2023-03-17 11:00,6.8,,2.1,140,30,3,-9.6,1021.5,1027.4,1,,,,7,7,,45,5000,,,13.8,,,,
201,2023-03-17 12:00,8.7,,2.6,140,29,3.3,-8.3,1020.4,1026.3,1,,,,8,2,,60,5000,,,17.9,,,,
201,2023-03-17 13:00,10.4,,1.9,70,27,3.4,-7.8,1019.2,1025.1,.9,,,,8,6,,44,5000,,,21.2,,,,
201,2023-03-17 14:00,10.8,,2.3,140,19,2.5,-11.9,1018,1023.8,.5,,,,9,9,,40,5000,,,19,,,,
201,2023-03-17 15:00,10.5,,2.1,50,23,2.9,-9.8,1016.9,1022.7,.1,,,,8,8,,37,5000,,,15.7,,,,
201,2023-03-17 16:00,10.9,,1.1,50,23,3,-9.4,1016.3,1022.1,.1,,,,7,6,,42,5000,,,14.4,,,,
201,2023-03-17 17:00,11.1,,1.4,340,18,2.4,-12.3,1015.9,1021.7,0,,,,9,3,,44,5000,,,11.3,,,,
201,2023-03-17 18:00,10.1,,2.3,340,25,3.1,-9,1015.9,1021.7,0,,,,10,1,,57,5000,,,8.4,,,,
201,2023-03-17 19:00,9.2,,3.3,320,36,4.2,-5.1,1016.1,1022,0,,,,10,4,,37,3601,,,6.4,,,,
201,2023-03-17 20:00,9,,1.2,20,34,3.9,-6,1016.1,1022,,,,,10,4,,36,3584,,,5.7,,,,
201,2023-03-17 21:00,8.4,,1.7,160,34,3.8,-6.5,1016.1,1022,,,,,10,1,,,2829,,,5,,,,
201,2023-03-17 22:00,7.8,,1.8,230,35,3.7,-6.7,1016,1021.9,,,,,8,0,,,2671,,,4.1,,,,
201,2023-03-17 23:00,7.4,,1.5,180,36,3.7,-6.7,1015.9,1021.8,,,,,9,0,,,3043,,,3.9,,,,
